uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,Type,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseOnTopOfMound,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,WidthMax,LengthMax,DiameterMax,HeightMin,WidthMin,LengthMin,DiameterMin,AdditionalDimension,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.00007E+18,4010,Charles Boyd,2020-01-28 12:40:35.170 GMT,Charles Boyd,2020-01-28 12:51:32 GMT,4010,28-Jan,Charles Boyd,Misc structure,Legacy verification,"several stones running east west on the edge of the cliff, partly covered by shrub",Scrub,Scrub,Lower slope,Low,38.029445,22.857451,4210710.264,663020.9578,2.7,117,,South,0940 south 0941 east,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4010_1.jpg''}}",0.2,4,12,-,,1,,,,,,Other,Stone,No,,,5 - extinct or near extinct,Time/Post-depositional,,5- none or nearly none,Topographic or post-depositional/time,Unknown,,,,POINT(663020.957827 4210710.264057)
1.00003E+18,1034,Adela Sobotkova,2020-01-28 12:48:50.124 GMT,Adela Sobotkova,2020-01-28 12:48:50 GMT,1034,28-Jan,Adela Sobotkova,Misc structure,Legacy verification,"a cluster of concentric Semicircles with a 12 m wall cutting across in EW direction north of central boulders and one 40m on S edge. 3 collapsed boulders 5x5x5m dims, inner hemicircle is formed by a negative feature inlaid with large worked stones and rubble, outer is lined by rubble forming a positive feature. stone wall is formed by 1 course of standing ashlars",Pasture (grassland),Pasture (grassland),Lower slope,Low,38.031065,22.865985,4210905.03,663766.4086,1.75,362 (middle of the circle),,East,"76-78, northmost circle and Southeast corner","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1034_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1034_2.jpg''}}",0.8,1.3,17.2 (wall 1),0,,,,,,"dims are for wall 1; ridge keeps going beyond 30 m, max 1 m height, looks like earthwork, covered by soil with stones occasionally protruding, inner circle is 0.5 m wide and 0.2 deep, outer circle is 1-2 m and 0.2 high; entire area shaped like a semicircle ,30 by 25m in area",,Pottery - Tile,"coarse to medium ware, one diag, large serving vessels",No,,,3 - damaged,Time/Post-depositional,,3 - impaired,Unknown,Unknown,,,,POINT(663766.408599 4210905.030458)
1.00011E+18,4011,Michael Hitches,2020-01-29 09:36:36.326 GMT,Michael Hitches,2020-01-29 09:37:02 GMT,4011,29-Jan,Michael Hitches,Misc structure,Legacy verification,Worked stone structure featuring some ashlars running East-West abutting the North-South wall of structure Z.V. Only one course of stone is preserved. One single foundation stone aligns with the Western side of the structure to the North thus indicating a possible square structure not recorded in Tomlinson (1969). ,Perennial agriculture (e.g orchard or vineyard),Scrub,Lower slope,Low,38.029343,22.85981,4210703.085,663228.2418,2.7,118.119,,West,"0942: West, 0943: South, 0944: Detail South, 0945: East.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4011_1.jpg''}}",0.2,5.7,5.7,0,,,,,,,East-West running wall abutting the North-South wall of structure Z.V (Tomlinson 1969). ,Pottery - Tile - Other,Stone with ashlar,No,,,5 - extinct or near extinct,Agriculture,natural vegetation,4 - minimal,Topographic or post-depositional/time,Last year,,"large portions of this structure, as according to Tomlinson, are unidentifiable and thus hinder the ability to undertake accurate measurements.",,POINT(663228.241813 4210703.084887)
1.00002E+18,2053,Petra Hermankova,2020-01-29 10:17:23.069 GMT,Petra Hermankova,2020-01-29 10:17:53 GMT,2053,29-Jan,Petra Hermankova,Misc structure (cistern from Payne''s map),Survey,2 m south of the modern day road in,Scrub,Scrub,Valley Bottom or Plain,Low,38.03092752,22.86470078,4210887.513,663653.9964,6,2053,,North,"405 nw, collapsed with large stones in the shaft, only nw corner is distinguishable, overgrown with bushes, recorded by Payne on a map","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2053_1.jpg''}}",0.7,3.3,4.5,0,,,,,1.8,deep,"shaft covered with rocks, pottery seen in the shaft",Pottery - Tile,sample collected as 20111,No,,,3 - damaged,Time/Post-depositional,,3 - impaired,Unknown,Unknown,,,,POINT(663653.996398 4210887.513037)
1.00011E+18,4012,Michael Hitches,2020-01-29 10:23:25.186 GMT,Michael Hitches,2020-01-29 10:23:25 GMT,4012,29-Jan,Michael Hitches,Misc structure,Legacy verification,worked stone structure featuring some ashlars running North-South with right angle Eastern extensions on the southern most end and central section. ,Perennial agriculture (e.g orchard or vineyard),Scrub,Lower slope,Low,38.029486,22.859807,4210718.948,663227.6611,2.7,122.125,,North,"0946: south, 0947:east, 0948: north west, 0949: north, 0950: east detail. ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4012_1.jpg''}}",0.2,3.1,18.8,0,,,,,,,straight North-South wall with short extensions to the east. ,Pottery - Tile - Other,stone with ashlars,No,,,5 - extinct or near extinct,Agriculture,natural,4 - minimal,Topographic or post-depositional/time,Last year,,,,POINT(663227.661056 4210718.94788)
1.00003E+18,100,Adela Sobotkova,2020-01-29 10:29:18.553 GMT,Adela Sobotkova,2020-01-29 10:29:38 GMT,100,29-Jan,Adela Sobotkova,Other feature (total pickup 100),Survey,total pickup# 100 for sampling,Pasture (grassland),Pasture (grassland),Valley Bottom or Plain,Nil,38.030153,22.861382,4210795.729,663364.4223,1.75,363,,Northeast,Alex has photos of samples,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1035_1.jpg''}}",0,0,0,3,,,,,,,,,,Yes,,,N/A,No observation,,No observation,Not available,Other,,,,POINT(663364.422302 4210795.729446)
1.00003E+18,101,Adela Sobotkova,2020-01-29 10:52:03.322 GMT,Adela Sobotkova,2020-01-29 10:52:50 GMT,101,29-Jan,Adela Sobotkova,Other feature (total pickup #101),Survey,"3 m radius pickup in unit 10019, 20-40% visibility in a high VI''s patch under an olive.location selected for low visibility yet proximity to both tp100 and for presumed lack of interference from the staircase ( which affects both sampling locations of 10021)",Pasture (grassland),Other (explain in notes) (clear of vegetation patch under olive),Valley Bottom or Plain,Nil,38.030259,22.861026,4210806.866,663332.9398,1.75,364,,North,sample photo on Alex tablet,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1036_1.jpg''}}",0,0,0,3,,,,,,,,,,Yes,,,N/A,No observation,,No observation,Not available,Unknown,,,,POINT(663332.939784 4210806.866377)
1.00011E+18,4013,Michael Hitches,2020-01-29 11:30:18.164 GMT,Michael Hitches,2020-01-29 11:30:18 GMT,4013,29-Jan,Michael Hitches,Misc structure,Legacy verification,East-West wall of worked stone running to the North end of Z.V (Tomlinson 1969) branching to the east. Possibly connected to Z.V yet Tomlinson''s plan shows a break between the two walls thus inferring a separate structure. displaced ashlar to the south of the Western most end of the wall. ,Perennial agriculture (e.g orchard or vineyard),Scrub,Lower slope,Low,38.029427,22.859746,4210712.294,663222.4378,3.9,126.128,,Northeast,"0951: west, 0952: west detail, 0953: east. ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4013_1.jpg''}}",0.3,0.6,9.4,0,,,,,,,,Pottery - Tile - Other feature,"stone, ashlar",No,,,5 - extinct or near extinct,Agriculture,natural,4 - minimal,Topographic or post-depositional/time,Last year,,,,POINT(663222.437844 4210712.29373)
1.00011E+18,4014,Michael Hitches,2020-01-29 11:50:29.556 GMT,Michael Hitches,2020-01-29 11:50:29 GMT,4014,29-Jan,Michael Hitches,Misc structure,Legacy verification,East-West structure wall of worked stone running south of Z.II (Tomlinson 1969). identifiable as structure Z.VII on Tomlinson''s plan. ,Perennial agriculture (e.g orchard or vineyard),Scrub,Lower slope,Low,38.029278,22.859894,4210696.02,663235.7591,2.7,129.13,,West,"0954: east, 0955: west.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4014_1.jpg''}}",0.3,0.35,12.6,0,,,,,,,,Pottery - Tile - Other,stone ,No,,,5 - extinct or near extinct,Agriculture,natural,4 - minimal,Topographic or post-depositional/time,Last year,,,,POINT(663235.759089 4210696.019537)
1.00011E+18,4015,Michael Hitches,2020-01-29 12:45:21.950 GMT,Michael Hitches,2020-01-29 12:45:21 GMT,4015,29-Jan,Michael Hitches,Misc structure,Legacy verification,poorly preserved North-South structure comprising of small worked field stones. Identifiable as Z.II (Tomlinson 1969). ,Perennial agriculture (e.g orchard or vineyard),Scrub,Lower slope,Nil,38.029496,22.860054,4210720.491,663249.3189,3.9,131.132,,North,"0956: north, 0957: west detail, 0958: east detail. ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4015_1.jpg''}}",0.2,0.2,11.4,0,,,,,,,,Pottery - Tile - Other,stone,No,,,5 - extinct or near extinct,Agriculture,natural,5- none or nearly none,Topographic or post-depositional/time,Last year,,extremely damaged ,,POINT(663249.318889 4210720.491275)
1.00011E+18,4016,Michael Hitches,2020-01-29 12:55:41.332 GMT,Michael Hitches,2020-01-29 12:55:41 GMT,4016,29-Jan,Michael Hitches,Misc structure,Legacy verification,two small worked stones running East-West to the east of the northern most section of Z.II. potentially the beginning of Z.III. (Tomlinson 1969). ,Perennial agriculture (e.g orchard or vineyard),Scrub,Lower slope,Nil,38.02948,22.859998,4210718.617,663244.4391,2.7,134,,North,0959: west detail. ,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4016_1.jpg''}}",0.1,0.25,0.5,0,,,,,,,,Pottery - Tile - Other,stone,No,,,5 - extinct or near extinct,Agriculture,natural,5- none or nearly none,Topographic or post-depositional/time,Last year,,"very poorly preserved, verging on non existent.",,POINT(663244.439099 4210718.617466)
1.00011E+18,4017,Michael Hitches,2020-01-29 13:07:20.216 GMT,Michael Hitches,2020-01-29 13:07:20 GMT,4017,29-Jan,Michael Hitches,Wall,Legacy verification,worked stone wall comprising of two East-West running walls adjoined by a North-South wall. two ashlars are placed on the inner north-eastern corner. ,Perennial agriculture (e.g orchard or vineyard),Scrub,Lower slope,High,38.029356,22.859739,4210704.403,663221.981,2.4,135.139,,South,"0960: south, 0961: west, 0962: east detail, 0963: west. ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4017_1.jpg''}}",1.1,17.6,20.7,0,,13.4,,,,,,Tile - Other,"worked stone, ashlar",No,,,3 - damaged,Agriculture,natural,3 - impaired,Topographic or post-depositional/time,Last year,,scrub heavily reduces visibility,,POINT(663221.981032 4210704.402793)
